"m11104","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2000","35-65","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2000","35-65","Bayern","","","",""
"Fast nie oder nie","2000","35-65","Saarland","","","",""
"Fast nie oder nie","2000","35-65","Berlin","","","",""
"Fast nie oder nie","2000","35-65","Brandenburg","","","",""
"Fast nie oder nie","2000","35-65","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2000","35-65","Sachsen","","","",""
"Fast nie oder nie","2000","35-65","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2000","35-65","Thueringen","","","",""
"Fast nie oder nie","2000","66 +","Schleswig-Holstein","","","",""
"Fast nie oder nie","2000","66 +","Hamburg","","","",""
"Fast nie oder nie","2000","66 +","Niedersachsen","","","",""
"Fast nie oder nie","2000","66 +","Bremen","","","",""
"Fast nie oder nie","2000","66 +","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2000","66 +","Hessen","","","",""
"Fast nie oder nie","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2000","66 +","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2000","66 +","Bayern","","","",""
"Fast nie oder nie","2000","66 +","Saarland","","","",""
"Fast nie oder nie","2000","66 +","Berlin","","","",""
"Fast nie oder nie","2000","66 +","Brandenburg","","","",""
"Fast nie oder nie","2000","66 +","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2000","66 +","Sachsen","","","",""
"Fast nie oder nie","2000","66 +","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2000","66 +","Thueringen","","","",""
"Mehrmals im Jahr","2000","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2000","17-34","Hamburg","","","",""
"Mehrmals im Jahr","2000","17-34","Niedersachsen","","","",""
"Mehrmals im Jahr","2000","17-34","Bremen","","","",""
"Mehrmals im Jahr","2000","17-34","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2000","17-34","Hessen","","","",""
"Mehrmals im Jahr","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2000","17-34","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2000","17-34","Bayern","","","",""
"Mehrmals im Jahr","2000","17-34","Saarland","","","",""
"Mehrmals im Jahr","2000","17-34","Berlin","","","",""
"Mehrmals im Jahr","2000","17-34","Brandenburg","","","",""
"Mehrmals im Jahr","2000","17-34","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2000","17-34","Sachsen","","","",""
"Mehrmals im Jahr","2000","17-34","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2000","17-34","Thueringen","","","",""
"Mehrmals im Jahr","2000","35-65","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2000","35-65","Hamburg","","","",""
"Mehrmals im Jahr","2000","35-65","Niedersachsen","","","",""
"Mehrmals im Jahr","2000","35-65","Bremen","","","",""
"Mehrmals im Jahr","2000","35-65","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2000","35-65","Hessen","","","",""
"Mehrmals im Jahr","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2000","35-65","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2000","35-65","Bayern","","","",""
"Mehrmals im Jahr","2000","35-65","Saarland","","","",""
"Mehrmals im Jahr","2000","35-65","Berlin","","","",""
"Mehrmals im Jahr","2000","35-65","Brandenburg","","","",""
"Mehrmals im Jahr","2000","35-65","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2000","35-65","Sachsen","","","",""
"Mehrmals im Jahr","2000","35-65","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2000","35-65","Thueringen","","","",""
"Mehrmals im Jahr","2000","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2000","66 +","Hamburg","","","",""
"Mehrmals im Jahr","2000","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","2000","66 +","Bremen","","","",""
"Mehrmals im Jahr","2000","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2000","66 +","Hessen","","","",""
"Mehrmals im Jahr","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2000","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2000","66 +","Bayern","","","",""
"Mehrmals im Jahr","2000","66 +","Saarland","","","",""
"Mehrmals im Jahr","2000","66 +","Berlin","","","",""
"Mehrmals im Jahr","2000","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","2000","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2000","66 +","Sachsen","","","",""
"Mehrmals im Jahr","2000","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2000","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","2000","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2000","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","2000","17-34","Niedersachsen","","","",""
"Mindestens einmal im Monat","2000","17-34","Bremen","","","",""
"Mindestens einmal im Monat","2000","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2000","17-34","Hessen","","","",""
"Mindestens einmal im Monat","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2000","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2000","17-34","Bayern","","","",""
"Mindestens einmal im Monat","2000","17-34","Saarland","","","",""
"Mindestens einmal im Monat","2000","17-34","Berlin","","","",""
"Mindestens einmal im Monat","2000","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","2000","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2000","17-34","Sachsen","","","",""
"Mindestens einmal im Monat","2000","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2000","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","2000","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2000","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","2000","35-65","Niedersachsen","","","",""
"Mindestens einmal im Monat","2000","35-65","Bremen","","","",""
"Mindestens einmal im Monat","2000","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2000","35-65","Hessen","","","",""
"Mindestens einmal im Monat","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2000","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2000","35-65","Bayern","","","",""
"Mindestens einmal im Monat","2000","35-65","Saarland","","","",""
"Mindestens einmal im Monat","2000","35-65","Berlin","","","",""
"Mindestens einmal im Monat","2000","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","2000","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2000","35-65","Sachsen","","","",""
"Mindestens einmal im Monat","2000","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2000","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","2000","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2000","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","2000","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","2000","66 +","Bremen","","","",""
"Mindestens einmal im Monat","2000","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2000","66 +","Hessen","","","",""
"Mindestens einmal im Monat","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2000","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2000","66 +","Bayern","","","",""
"Mindestens einmal im Monat","2000","66 +","Saarland","","","",""
"Mindestens einmal im Monat","2000","66 +","Berlin","","","",""
"Mindestens einmal im Monat","2000","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","2000","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2000","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","2000","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2000","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","2000","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2000","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","2000","17-34","Niedersachsen","","","",""
"Mindestens einmal die Woche","2000","17-34","Bremen","","","",""
"Mindestens einmal die Woche","2000","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2000","17-34","Hessen","","","",""
"Mindestens einmal die Woche","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2000","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2000","17-34","Bayern","","","",""
"Mindestens einmal die Woche","2000","17-34","Saarland","","","",""
"Mindestens einmal die Woche","2000","17-34","Berlin","","","",""
"Mindestens einmal die Woche","2000","17-34","Brandenburg","","","",""
"Mindestens einmal die Woche","2000","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2000","17-34","Sachsen","","","",""
"Mindestens einmal die Woche","2000","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2000","17-34","Thueringen","","","",""
"Mindestens einmal die Woche","2000","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2000","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","2000","35-65","Niedersachsen","","","",""
"Mindestens einmal die Woche","2000","35-65","Bremen","","","",""
"Mindestens einmal die Woche","2000","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2000","35-65","Hessen","","","",""
"Mindestens einmal die Woche","2000","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2000","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2000","35-65","Bayern","","","",""
"Mindestens einmal die Woche","2000","35-65","Saarland","","","",""
"Mindestens einmal die Woche","2000","35-65","Berlin","","","",""
"Mindestens einmal die Woche","2000","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","2000","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2000","35-65","Sachsen","","","",""
"Mindestens einmal die Woche","2000","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2000","35-65","Thueringen","","","",""
"Mindestens einmal die Woche","2000","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2000","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","2000","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","2000","66 +","Bremen","","","",""
"Mindestens einmal die Woche","2000","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2000","66 +","Hessen","","","",""
"Mindestens einmal die Woche","2000","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2000","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2000","66 +","Bayern","","","",""
"Mindestens einmal die Woche","2000","66 +","Saarland","","","",""
"Mindestens einmal die Woche","2000","66 +","Berlin","","","",""
"Mindestens einmal die Woche","2000","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","2000","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2000","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","2000","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2000","66 +","Thueringen","","","",""
"Fast nie oder nie","2001","17-34","Schleswig-Holstein","43","0.278542744741224","0.205827931818359","0.351257557664088"
"Fast nie oder nie","2001","17-34","Hamburg","28","","",""
"Fast nie oder nie","2001","17-34","Niedersachsen","161","","",""
"Fast nie oder nie","2001","17-34","Bremen","13","","",""
"Fast nie oder nie","2001","17-34","Nordrhein-Westfalen","429","0.311093533387136","0.286138509726674","0.336048557047597"
"Fast nie oder nie","2001","17-34","Hessen","132","","",""
"Fast nie oder nie","2001","17-34","Rheinland-Pfalz,Saarland","126","","",""
"Fast nie oder nie","2001","17-34","Baden-Wuerttemberg","261","","",""
"Fast nie oder nie","2001","17-34","Bayern","226","","",""
"Fast nie oder nie","2001","17-34","Saarland","","","",""
"Fast nie oder nie","2001","17-34","Berlin","43","0.200506096110623","0.147235250217675","0.253776942003571"
"Fast nie oder nie","2001","17-34","Brandenburg","94","0.374579298283533","0.31551891648539","0.433639680081676"
"Fast nie oder nie","2001","17-34","Mecklenburg-Vorpommern","47","0.278317016390298","0.207069552530001","0.349564480250594"
"Fast nie oder nie","2001","17-34","Sachsen","155","","",""
"Fast nie oder nie","2001","17-34","Sachsen-Anhalt","100","","",""
"Fast nie oder nie","2001","17-34","Thueringen","99","0.378343749796704","0.321940080816661","0.434747418776747"
"Fast nie oder nie","2001","35-65","Schleswig-Holstein","158","","",""
"Fast nie oder nie","2001","35-65","Hamburg","73","0.460190758596057","0.383440528187527","0.536940989004586"
"Fast nie oder nie","2001","35-65","Niedersachsen","469","0.458675694249469","0.427541891535585","0.489809496963354"
"Fast nie oder nie","2001","35-65","Bremen","28","","",""
"Fast nie oder nie","2001","35-65","Nordrhein-Westfalen","1238","","",""
"Fast nie oder nie","2001","35-65","Hessen","437","0.49639078808169","0.462619258224083","0.530162317939297"
"Fast nie oder nie","2001","35-65","Rheinland-Pfalz,Saarland","419","0.531920413270503","0.49679022969157","0.567050596849435"
"Fast nie oder nie","2001","35-65","Baden-Wuerttemberg","698","0.452485804725468","0.426422517223471","0.478549092227464"
"Fast nie oder nie","2001","35-65","Bayern","807","0.491609114972414","0.46756703066089","0.515651199283938"
"Fast nie oder nie","2001","35-65","Saarland","","","",""
"Fast nie oder nie","2001","35-65","Berlin","200","","",""
"Fast nie oder nie","2001","35-65","Brandenburg","287","","",""
"Fast nie oder nie","2001","35-65","Mecklenburg-Vorpommern","161","","",""
"Fast nie oder nie","2001","35-65","Sachsen","530","0.571734126296669","0.539689578557331","0.603778674036008"
"Fast nie oder nie","2001","35-65","Sachsen-Anhalt","365","0.669285655610026","0.630730509668233","0.707840801551819"
"Fast nie oder nie","2001","35-65","Thueringen","336","0.63872582096087","0.598020901665925","0.679430740255815"
"Fast nie oder nie","2001","66 +","Schleswig-Holstein","86","0.755857096437678","0.678018130077786","0.83369606279757"
"Fast nie oder nie","2001","66 +","Hamburg","29","","",""
"Fast nie oder nie","2001","66 +","Niedersachsen","223","","",""
"Fast nie oder nie","2001","66 +","Bremen","26","","",""
"Fast nie oder nie","2001","66 +","Nordrhein-Westfalen","532","0.758092057846565","0.726413487630368","0.789770628062762"
"Fast nie oder nie","2001","66 +","Hessen","188","","",""
"Fast nie oder nie","2001","66 +","Rheinland-Pfalz,Saarland","187","","",""
"Fast nie oder nie","2001","66 +","Baden-Wuerttemberg","294","","",""
"Fast nie oder nie","2001","66 +","Bayern","370","0.807569838673372","0.771623577912737","0.843516099434007"
"Fast nie oder nie","2001","66 +","Saarland","","","",""
"Fast nie oder nie","2001","66 +","Berlin","62","0.742426804281272","0.652081831580173","0.832771776982372"
"Fast nie oder nie","2001","66 +","Brandenburg","126","","",""
"Fast nie oder nie","2001","66 +","Mecklenburg-Vorpommern","65","0.899630960446724","0.831624598892219","0.967637322001229"
"Fast nie oder nie","2001","66 +","Sachsen","216","","",""
"Fast nie oder nie","2001","66 +","Sachsen-Anhalt","137","","",""
"Fast nie oder nie","2001","66 +","Thueringen","128","","",""
"Mehrmals im Jahr","2001","17-34","Schleswig-Holstein","32","0.211474412785078","0.145236220396534","0.277712605173622"
"Mehrmals im Jahr","2001","17-34","Hamburg","11","","",""
"Mehrmals im Jahr","2001","17-34","Niedersachsen","127","","",""
"Mehrmals im Jahr","2001","17-34","Bremen","13","","",""
"Mehrmals im Jahr","2001","17-34","Nordrhein-Westfalen","260","","",""
"Mehrmals im Jahr","2001","17-34","Hessen","83","0.170643923993116","0.133914721551434","0.207373126434798"
"Mehrmals im Jahr","2001","17-34","Rheinland-Pfalz,Saarland","75","0.221884343353351","0.17752158446036","0.266247102246343"
"Mehrmals im Jahr","2001","17-34","Baden-Wuerttemberg","161","","",""
